0,0.639999985694885,0.639999985694885,0,0.319999992847443,0,0,0,0,0,0,0.639999985694885,0,0,0,0.319999992847443,0,1.28999996185303,1.92999994754791,0,0.959999978542328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.777999997138977,0,0,3.75600004196167,61,278
0.209999993443489,0.280000001192093,0.5,0,0.140000000596046,0.280000001192093,0.209999993443489,0.0700000002980232,0,0.939999997615814,0.209999993443489,0.790000021457672,0.649999976158142,0.209999993443489,0.140000000596046,0.140000000596046,0.0700000002980232,0.280000001192093,3.47000002861023,0,1.5900000333786,0,0.430000007152557,0.430000007152557,0,0,0,0,0,0,0,0,0,0,0,0,0.0700000002980232,0,0,0,0,0,0,0,0,0,0,0,0,0.131999999284744,0,0.372000008821487,0.180000007152557,0.0480000004172325,5.11399984359741,101,1028
0.0599999986588955,0,0.709999978542328,0,1.23000001907349,0.189999997615814,0.189999997615814,0.119999997317791,0.639999985694885,0.25,0.379999995231628,0.449999988079071,0.119999997317791,0,1.75,0.0599999986588955,0.0599999986588955,1.02999997138977,1.36000001430511,0.319999992847443,0.509999990463257,0,1.1599999666214,0.0599999986588955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0599999986588955,0,0,0.119999997317791,0,0.0599999986588955,0.0599999986588955,0,0,0.00999999977648258,0.14300000667572,0,0.275999993085861,0.184000000357628,0.00999999977648258,9.82100009918213,485,2259
0,0,0,0,0.629999995231628,0,0.310000002384186,0.629999995231628,0.310000002384186,0.629999995231628,0.310000002384186,0.310000002384186,0.310000002384186,0,0,0.310000002384186,0,0,3.1800000667572,0,0.310000002384186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136999994516373,0,0.136999994516373,0,0,3.53699994087219,40,191
0,0,0,0,0.629999995231628,0,0.310000002384186,0.629999995231628,0.310000002384186,0.629999995231628,0.310000002384186,0.310000002384186,0.310000002384186,0,0,0.310000002384186,0,0,3.1800000667572,0,0.310000002384186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135000005364418,0,0.135000005364418,0,0,3.53699994087219,40,191
0,0,0,0,1.85000002384186,0,0,1.85000002384186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223000004887581,0,0,0,0,3,15,54
0,0,0,0,1.91999995708466,0,0,0,0,0.639999985694885,0.959999978542328,1.27999997138977,0,0,0,0.959999978542328,0,0.319999992847443,3.84999990463257,0,0.639999985694885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0540000014007092,0,0.164000004529953,0.0540000014007092,0,1.6710000038147,4,112
0,0,0,0,1.87999999523163,0,0,1.87999999523163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206000000238419,0,0,0,0,2.45000004768372,11,49
0.150000005960464,0,0.46000000834465,0,0.610000014305115,0,0.300000011920929,0,0.920000016689301,0.759999990463257,0.759999990463257,0.920000016689301,0,0,0,0,0,0.150000005960464,1.23000001907349,3.52999997138977,2,0,0,0.150000005960464,0,0,0,0,0,0,0,0,0.150000005960464,0,0,0,0,0,0,0,0,0,0.300000011920929,0,0,0,0,0,0,0.270999997854233,0,0.180999994277954,0.202999994158745,0.0219999998807907,9.74400043487549,445,1257
0.0599999986588955,0.119999997317791,0.769999980926514,0,0.189999997615814,0.319999992847443,0.379999995231628,0,0.0599999986588955,0,0,0.639999985694885,0.25,0,0.119999997317791,0,0,0.119999997317791,1.66999995708466,0.0599999986588955,0.709999978542328,0,0.189999997615814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0599999986588955,0,0,0,0,0.0399999991059303,0.0299999993294477,0,0.244000002741814,0.0810000002384186,0,1.72899997234344,43,749
